,movie_id,title_x,tag
1171,100042,Dumb and Dumber To,JimCarrey JeffDaniels RachelMelvin KathleenTurner BradyBluhm JimCarrey JeffDaniels RachelMelvin KathleenTurner BradyBluhm Comedy friendship sequel roadmovie buddycomedy friendship sequel roadmovie buddycomedy NewLineCinema UniversalPictures ConundrumEntertainment RedGranitePictures
1172,9036,Eight Below,"PaulWalker BruceGreenwood MoonBloodgood JasonBiggs GerardPlunkett PaulWalker BruceGreenwood MoonBloodgood JasonBiggs GerardPlunkett Adventure Drama Family expedition pilot survival sleddogs seal expedition pilot survival sleddogs seal WaltDisneyPictures SpyglassEntertainment VertigoEntertainment Kennedy/MarshallCompany,The MandevilleFilms WinkingProductions"
1173,257211,The Intern,RobertDeNiro AnneHathaway ReneRusso AndersHolm JoJoKushner RobertDeNiro AnneHathaway ReneRusso AndersHolm JoJoKushner Comedy intern womandirector intern womandirector WaverlyFilms WarnerBros.
1174,323675,Ride Along 2,KevinHart IceCube OliviaMunn TikaSumpter KenJeong KevinHart IceCube OliviaMunn TikaSumpter KenJeong Action Comedy police sequel policeofficer brother-in-lawbrother-in-lawrelationship blackmen buddyfilm police sequel policeofficer brother-in-lawbrother-in-lawrelationship blackmen buddyfilm UniversalPictures CubeVision WillPackerProductions ReelChefsCatering
1175,9361,The Last of the Mohicans,DanielDay-Lewis MadeleineStowe RussellMeans EricSchweig JodhiMay DanielDay-Lewis MadeleineStowe RussellMeans EricSchweig JodhiMay Action Adventure Drama History Romance War secretlove mohawk nativeamerican 18thcentury frenchandindianwar secretlove mohawk nativeamerican 18thcentury frenchandindianwar MorganCreekProductions
1176,1677,Ray,JamieFoxx KerryWashington ReginaKing HarryLennix CliftonPowell JamieFoxx KerryWashington ReginaKing HarryLennix CliftonPowell Drama Music blackpeople soul countrymusic lossofbrother 1970s jazz blindnessandimpairedvision georgia overdose busride recordproducer biography fromragstoriches childhoodtrauma gospel indianapolis recordlabel recordingstudio blackpeople soul countrymusic lossofbrother 1970s jazz blindnessandimpairedvision georgia overdose busride recordproducer biography fromragstoriches childhoodtrauma gospel indianapolis recordlabel recordingstudio UniversalPictures BristolBayProductions BaldwinEntertainmentGroup AnvilFilms
1177,187,Sin City,JessicaAlba DevonAoki CliveOwen RosarioDawson MickeyRourke JessicaAlba DevonAoki CliveOwen RosarioDawson MickeyRourke Action Thriller Crime dystopia basedoncomicbook heldcaptive basedongraphicnovel blackandwhiteandcolor blackandwhitescene blackandwhitetocolor mysteriouskiller doingtherightthing mercedes silhouette neo-noir dystopia basedoncomicbook heldcaptive basedongraphicnovel blackandwhiteandcolor blackandwhitescene blackandwhitetocolor mysteriouskiller doingtherightthing mercedes silhouette neo-noir DimensionFilms TroublemakerStudios Miramax
1178,7461,Vantage Point,DennisQuaid MatthewFox ForestWhitaker SigourneyWeaver WilliamHurt DennisQuaid MatthewFox ForestWhitaker SigourneyWeaver WilliamHurt Drama Action Thriller Crime bomb terror spain usapresident terrorist waragainstterror camera carjourney press television camcorder bodyguard safety terrorcell limousine media securityguard bomb terror spain usapresident terrorist waragainstterror camera carjourney press television camcorder bodyguard safety terrorcell limousine media securityguard ColumbiaPictures OriginalFilm Kanzaman RelativityMedia ArtInMotion
1179,16538,"I Love You, Man",PaulRudd JasonSegel RashidaJones AndySamberg J.K.Simmons PaulRudd JasonSegel RashidaJones AndySamberg J.K.Simmons Comedy poker bondage duringcreditsstinger poker bondage duringcreditsstinger TheMontecitoPictureCompany DeLinePictures BernardGayleProductions
1180,9889,Shallow Hal,GwynethPaltrow JackBlack JasonAlexander JoeViterelli BruceMcGill GwynethPaltrow JackBlack JasonAlexander JoeViterelli BruceMcGill Comedy Romance overweight beauty hypnosis overweightman overweightwoman oberflächlichkeit kompliment obesity fatsuit beautystandards fatman fatwoman attractiveness overweight beauty hypnosis overweightman overweightwoman oberflächlichkeit kompliment obesity fatsuit beautystandards fatman fatwoman attractiveness TwentiethCenturyFoxFilmCorporation
1181,820,JFK,KevinCostner TommyLeeJones GaryOldman KevinBacon MichaelRooker KevinCostner TommyLeeJones GaryOldman KevinBacon MichaelRooker Drama Thriller History assassination cia homophobia neworleans vietnamwar johnf.kennedy investigation government historicalfigure president conspiracy death kennedyassassination assassination cia homophobia neworleans vietnamwar johnf.kennedy investigation government historicalfigure president conspiracy death kennedyassassination CamelotProductions CanalPlusGroup IxtlanProductions WarnerBros.
1182,11565,Big Momma's House 2,MartinLawrence NiaLong EmilyProcter ZacharyLevi MarkMoses MartinLawrence NiaLong EmilyProcter ZacharyLevi MarkMoses Comedy Crime undercover nanny computervirus stress undercoveragent overweightwoman children disguise fbiagent impersonation undercover nanny computervirus stress undercoveragent overweightwoman children disguise fbiagent impersonation TwentiethCenturyFoxFilmCorporation RegencyEnterprises EpsilonMotionPictures FirmFilms DeepRiverProductions NewRegencyPictures EdFriendlyProductions RunteldatEntertainment BigLouHouseProductions
1183,6073,The Mexican,BradPitt JuliaRoberts JamesGandolfini J.K.Simmons GeneHackman BradPitt JuliaRoberts JamesGandolfini J.K.Simmons GeneHackman Action Comedy Crime Romance kidnapping pistol kidnapping pistol DreamWorksSKG NewmarketCapitalGroup LawrenceBenderProductions PistoleroProductionsLLC
1184,16996,17 Again,ZacEfron LeslieMann MatthewPerry TylerSteelman AllisonMiller ZacEfron LeslieMann MatthewPerry TylerSteelman AllisonMiller Comedy highschool bullying highschoolsports fakeidentity adultasachild doover highschool bullying highschoolsports fakeidentity adultasachild doover NewLineCinema OffspringEntertainment
1185,193610,The Other Woman,CameronDiaz LeslieMann KateUpton DonJohnson NikolajCoster-Waldau CameronDiaz LeslieMann KateUpton DonJohnson NikolajCoster-Waldau Comedy Romance infidelity revenge unfaithfulboyfriend woman sittingonatoilet publictoilet maritalinfidelity laxative unfaithfulhusband infidelity revenge unfaithfulboyfriend woman sittingonatoilet publictoilet maritalinfidelity laxative unfaithfulhusband TwentiethCenturyFoxFilmCorporation LBIProductions
1186,19912,The Final Destination,BobbyCampo ShantelVanSanten NickZano HaleyWebb KristaAllen BobbyCampo ShantelVanSanten NickZano HaleyWebb KristaAllen Horror Mystery carrace dyinganddeath plan stock-car-race carcrash premonition gore vision carrace dyinganddeath plan stock-car-race carcrash premonition gore vision NewLineCinema PracticalPictures ParallelZide
1187,296098,Bridge of Spies,TomHanks MarkRylance AmyRyan AlanAlda SebastianKoch TomHanks MarkRylance AmyRyan AlanAlda SebastianKoch Thriller Drama spy cia coldwar sovietunion pilot lawyer american spy cia coldwar sovietunion pilot lawyer american DreamWorksSKG AmblinEntertainment StudioBabelsberg Fox2000Pictures MarcPlattProductions ParticipantMedia RelianceEntertainment TSGEntertainment
1188,8007,Behind Enemy Lines,OwenWilson GeneHackman GabrielMacht CharlesMalikWhitfield DavidKeith OwenWilson GeneHackman GabrielMacht CharlesMalikWhitfield DavidKeith Action Drama Thriller War helicopter warcrimes sniper bosniaandherzegovina fighterpilot bosnianwarof1992-1995 rescue escape tank atrocity gunfight combat military minefield actionhero aircraftcarrier reconnaissance massgrave helicopter warcrimes sniper bosniaandherzegovina fighterpilot bosnianwarof1992-1995 rescue escape tank atrocity gunfight combat military minefield actionhero aircraftcarrier reconnaissance massgrave TwentiethCenturyFoxFilmCorporation DavisEntertainment
1189,32823,Get Him to the Greek,JonahHill RussellBrand RoseByrne ElisabethMoss ColmMeaney JonahHill RussellBrand RoseByrne ElisabethMoss ColmMeaney Comedy aftercreditsstinger aftercreditsstinger UniversalPictures SpyglassEntertainment RelativityMedia ApatowProductions
1190,4380,Shall We Dance?,RichardGere JenniferLopez SusanSarandon LisaAnnWalter StanleyTucci RichardGere JenniferLopez SusanSarandon LisaAnnWalter StanleyTucci Drama Romance Comedy jealousy wifehusbandrelationship dancingmaster jealousy wifehusbandrelationship dancingmaster MiramaxFilms
1191,11551,Small Soldiers,GregorySmith KirstenDunst DenisLeary PhilHartman DavidCross GregorySmith KirstenDunst DenisLeary PhilHartman DavidCross Comedy Adventure Fantasy ScienceFiction Action defenseindustry toyshop technicaltoy soldier prototype killertoys toycomestolife defenseindustry toyshop technicaltoy soldier prototype killertoys toycomestolife UniversalPictures AmblinEntertainment DreamWorksPictures
1192,10336,Spawn,MichaelJaiWhite MartinSheen JohnLeguizamo TheresaRandle NicolWilliamson MichaelJaiWhite MartinSheen JohnLeguizamo TheresaRandle NicolWilliamson Action Adventure Fantasy Horror ScienceFiction Thriller antihero secretagent fistfight basedoncomicbook burnvictim antihero secretagent fistfight basedoncomicbook burnvictim NewLineCinema PullDownYourPantsPictures ToddMcFarlaneEntertainment
1193,11362,The Count of Monte Cristo,JimCaviezel GuyPearce RichardHarris JamesFrain DagmaraDomińczyk JimCaviezel GuyPearce RichardHarris JamesFrain DagmaraDomińczyk Action Adventure Drama Thriller lossoflover lover(female) ex-lover torture napoleonbonaparte lossoflover lover(female) ex-lover torture napoleonbonaparte SpyglassEntertainment World2000Entertainment CountofMonteCristoLtd. TouchstonePictures
1194,50348,The Lincoln Lawyer,MatthewMcConaughey MarisaTomei RyanPhillippe WilliamH.Macy JoshLucas MatthewMcConaughey MarisaTomei RyanPhillippe WilliamH.Macy JoshLucas Crime Drama Thriller judge arrest jury privateinvestigator judge arrest jury privateinvestigator LakeshoreEntertainment SidneyKimmelEntertainment Lionsgate
1195,48138,Unknown,LiamNeeson DianeKruger JanuaryJones AidanQuinn BrunoGanz LiamNeeson DianeKruger JanuaryJones AidanQuinn BrunoGanz Action Mystery Thriller taxi hotel coma taxidriver prince briefcase hospital stolenidentity taxi hotel coma taxidriver prince briefcase hospital stolenidentity StudioBabelsberg StudioCanal DarkCastleEntertainment TF1FilmsProduction Canal+ PandaProductionsInc. HorticusUK
1196,1124,The Prestige,HughJackman ChristianBale MichaelCaine ScarlettJohansson AndySerkis HughJackman ChristianBale MichaelCaine ScarlettJohansson AndySerkis Drama Mystery Thriller competition secret obsession magic dyinganddeath classsociety illusion tricks hostility class rivalry competition secret obsession magic dyinganddeath classsociety illusion tricks hostility class rivalry WarnerBros. TouchstonePictures Syncopy
1197,227159,Horrible Bosses 2,JasonBateman JasonSudeikis CharlieDay JenniferAniston KevinSpacey JasonBateman JasonSudeikis CharlieDay JenniferAniston KevinSpacey Comedy prison kidnapping sequel carchase sexaddict sextape prison kidnapping sequel carchase sexaddict sextape NewLineCinema BenderSpink RatPacEntertainment
1198,68179,Escape from Planet Earth,"BrendanFraser RobCorddry RickyGervais JessicaAlba SarahJessicaParker BrendanFraser RobCorddry RickyGervais JessicaAlba SarahJessicaParker Animation Comedy Adventure Family ScienceFiction spaceship alien rescue escape planet astronaut Γη missioncontrol spaceship alien rescue escape planet astronaut Γη missioncontrol RainmakerEntertainment MainframeEntertainment WeinsteinCompany,The"
1199,1579,Apocalypto,RudyYoungblood RaoulMaxTrujillo GerardoTaracena IazuaLarios AntonioMonroy RudyYoungblood RaoulMaxTrujillo GerardoTaracena IazuaLarios AntonioMonroy Action Adventure Drama Thriller lossoffamily solareclipse slavery jaguar village mayacivilization forest tribe humansacrifice centralamerica maya ancientcivilization yucatecmayalanguage lossoffamily solareclipse slavery jaguar village mayacivilization forest tribe humansacrifice centralamerica maya ancientcivilization yucatecmayalanguage IconProductions IconEntertainmentInternational TouchstonePictures
1200,708,The Living Daylights,TimothyDalton Maryamd'Abo JeroenKrabbé JoeDonBaker JohnRhys-Davies TimothyDalton Maryamd'Abo JeroenKrabbé JoeDonBaker JohnRhys-Davies Action Adventure Thriller londonengland smugglingofarms prison england assassination spy falselyaccused secretidentity countryestate armsdeal russia drugtraffic secretmission secretintelligenceservice kgb villain renegade specialcar tangiermorocco bigwheel pipeline cello orchestra freedomfighter czechoslovakia bratislava afghanistan airplane schlossschönbrunn escape moscow vienna londonengland smugglingofarms prison england assassination spy falselyaccused secretidentity countryestate armsdeal russia drugtraffic secretmission secretintelligenceservice kgb villain renegade specialcar tangiermorocco bigwheel pipeline cello orchestra freedomfighter czechoslovakia bratislava afghanistan airplane schlossschönbrunn escape moscow vienna UnitedArtists EonProductions
1201,34851,Predators,TopherGrace AliceBraga LaurenceFishburne AdrienBrody DannyTrejo TopherGrace AliceBraga LaurenceFishburne AdrienBrody DannyTrejo Action ScienceFiction Adventure Thriller hunter predator yakuza huntinghumanbeings alienlife-form sequel alien alienplanet jungle soldier warrior hunter predator yakuza huntinghumanbeings alienlife-form sequel alien alienplanet jungle soldier warrior TwentiethCenturyFoxFilmCorporation DavisEntertainment DuneEntertainmentIII TroublemakerStudios
1202,9930,Legal Eagles,RobertRedford DebraWinger DarylHannah BrianDennehy TerenceStamp RobertRedford DebraWinger DarylHannah BrianDennehy TerenceStamp Comedy Crime Drama Romance Thriller courtcase client lawyer courtroom courtcase client lawyer courtroom UniversalPictures MirageEnterprises NorthernLightsEntertainment
1203,1586,Secret Window,JohnnyDepp JohnTurturro TimothyHutton CharlesS.Dutton LenCariou JohnnyDepp JohnTurturro TimothyHutton CharlesS.Dutton LenCariou Thriller Mystery alcohol adultery detective mississippi jealousy isolation paranoia motel window nightmare letter ax notebook police murder mystery arson writer divorce alcohol adultery detective mississippi jealousy isolation paranoia motel window nightmare letter ax notebook police murder mystery arson writer divorce ColumbiaPicturesCorporation PariahEntertainmentGroup GrandSlamProductions Mel'sCiteduCinema
1204,2044,The Lake House,KeanuReeves SandraBullock ShohrehAghdashloo ChristopherPlummer EbonMoss-Bachrach KeanuReeves SandraBullock ShohrehAghdashloo ChristopherPlummer EbonMoss-Bachrach Romance Drama Mystery chicago writing architect future time architecture mysteriousletter nearfuture firstkiss romanticdrama passageoftime chicago writing architect future time architecture mysteriousletter nearfuture firstkiss romanticdrama passageoftime VillageRoadshowPictures VertigoEntertainment SoundforFilm WarnerBros.
1205,9913,The Skeleton Key,KateHudson GenaRowlands PeterSarsgaard JohnHurt JoyBryant KateHudson GenaRowlands PeterSarsgaard JohnHurt JoyBryant Drama Horror Mystery Thriller nurse secret dream fight kidnapping neworleans key plantation voodoo party lawyer blood violence mirror attic occult nurse secret dream fight kidnapping neworleans key plantation voodoo party lawyer blood violence mirror attic occult UniversalPictures MFPVFilm DoubleFeatureFilms ShadowCatcherEntertainment DanielBobkerProductions BrickDustProductionsLLC
1206,71864,The Odd Life of Timothy Green,JenniferGarner JoelEdgerton RonLivingston RosemarieDeWitt CJAdams JenniferGarner JoelEdgerton RonLivingston RosemarieDeWitt CJAdams Fantasy Drama Comedy Family green dodgeball incredibile timothy green dodgeball incredibile timothy WaltDisneyPictures
1207,10761,Made of Honor,PatrickDempsey MichelleMonaghan KevinMcKidd ChrisMessina RichmondArquette PatrickDempsey MichelleMonaghan KevinMcKidd ChrisMessina RichmondArquette Comedy Romance scotland loveofone'slife ladykiller one-nightstand bridesmaid forbiddenlove malefemalerelationship bestfriendsinlove scotland loveofone'slife ladykiller one-nightstand bridesmaid forbiddenlove malefemalerelationship bestfriendsinlove ColumbiaPictures OriginalFilm
1208,209451,Jersey Boys,ChristopherWalken VincentPiazza FreyaTingley JamesMadio SeanWhalen ChristopherWalken VincentPiazza FreyaTingley JamesMadio SeanWhalen Music Drama biography basedonplay biography basedonplay WarnerBros.
1209,11975,The Rainmaker,MattDamon DannyDeVito JonVoight ClaireDanes MaryKayPlace MattDamon DannyDeVito JonVoight ClaireDanes MaryKayPlace Drama Crime Thriller jurors proof courtcase leukemia lawyer courtroom jurors proof courtcase leukemia lawyer courtroom ParamountPictures ConstellationEntertainment
1210,4970,Gothika,HalleBerry RobertDowneyJr. CharlesS.Dutton PenélopeCruz JohnCarrollLynch HalleBerry RobertDowneyJr. CharlesS.Dutton PenélopeCruz JohnCarrollLynch Horror Thriller amnesia mentalinstitution patient trust falseaccusations medication gothic mentalillness amnesia mentalinstitution patient trust falseaccusations medication gothic mentalillness ColumbiaPicturesCorporation DarkCastleEntertainment WarnerBros.
1211,11831,Amistad,MorganFreeman NigelHawthorne AnthonyHopkins DjimonHounsou MatthewMcConaughey MorganFreeman NigelHawthorne AnthonyHopkins DjimonHounsou MatthewMcConaughey Drama History Mystery cuba mutiny slavery sentence historicalfigure havanna tallship slavetrade cuba mutiny slavery sentence historicalfigure havanna tallship slavetrade DreamWorksSKG
1212,9096,Medicine Man,SeanConnery LorraineBracco JoséWilker RodolfoDeAlexandre AngeloBarraMoreira SeanConnery LorraineBracco JoséWilker RodolfoDeAlexandre AngeloBarraMoreira Adventure medicine ant research amazon cancer jungle doctor fallinginlove cure rainforest medicine ant research amazon cancer jungle doctor fallinginlove cure rainforest HollywoodPictures CinergiPicturesEntertainment
1213,440,Aliens vs Predator: Requiem,StevenPasquale ReikoAylesworth JohnOrtiz ArielGade SamTrammell StevenPasquale ReikoAylesworth JohnOrtiz ArielGade SamTrammell Fantasy Action ScienceFiction Thriller Horror predator nationalguard hybrid alien morgue alienpossession triangle infestation xenomorph predator nationalguard hybrid alien morgue alienpossession triangle infestation xenomorph TwentiethCenturyFoxFilmCorporation DuneEntertainment DavisEntertainment BrandywineProductions
1214,11011,Ri¢hie Ri¢h,MacaulayCulkin JohnLarroquette EdwardHerrmann ChristineEbersole MichaelMaccarone MacaulayCulkin JohnLarroquette EdwardHerrmann ChristineEbersole MichaelMaccarone Comedy Family family liferaft privateplane toothbrush gluttony magnifyingglass rubberboat family liferaft privateplane toothbrush gluttony magnifyingglass rubberboat DavisEntertainment SilverPictures WarnerBros.
1215,10641,Autumn in New York,RichardGere WinonaRyder AnthonyLaPaglia ElaineStritch VeraFarmiga RichardGere WinonaRyder AnthonyLaPaglia ElaineStritch VeraFarmiga Drama Romance newlove loveofone'slife unexpectedhappiness dyinganddeath success kiss love relationship unhappiness womandirector fearofdying newlove loveofone'slife unexpectedhappiness dyinganddeath success kiss love relationship unhappiness womandirector fearofdying LakeshoreEntertainment Metro-Goldwyn-Mayer(MGM)
1216,11172,Music and Lyrics,DrewBarrymore HughGrant ScottPorter BradGarrett HaleyBennett DrewBarrymore HughGrant ScottPorter BradGarrett HaleyBennett Comedy Music Romance popstar song romanticcomedy songwriting piano popstar song romanticcomedy songwriting piano VillageRoadshowPictures CastleRockEntertainment ReserveRoom FlowerFilms(II)
1217,39513,Paul,SethRogen SimonPegg NickFrost JasonBateman KristenWiig SethRogen SimonPegg NickFrost JasonBateman KristenWiig Adventure Comedy ScienceFiction sandiego area51 alienspacecraft hitwithachair shotintheknee duringcreditsstinger 1980s sandiego area51 alienspacecraft hitwithachair shotintheknee duringcreditsstinger 1980s UniversalPictures BigTalkProductions RelativityMedia WorkingTitleFilms
1218,82687,The Guilt Trip,SethRogen BarbraStreisand YvonneStrahovski ColinHanks AdamScott SethRogen BarbraStreisand YvonneStrahovski ColinHanks AdamScott Comedy inventor roadtrip guilt mothersonrelationship womandirector inventor roadtrip guilt mothersonrelationship womandirector ParamountPictures SkydanceProductions
1219,41446,Scream 4,DavidArquette NeveCampbell CourteneyCox EmmaRoberts HaydenPanettiere DavidArquette NeveCampbell CourteneyCox EmmaRoberts HaydenPanettiere Horror Mystery sheriff book knife horror rescue author maskedkiller hospital corpse sheriff book knife horror rescue author maskedkiller hospital corpse DimensionFilms
1220,8224,8MM,NicolasCage JoaquinPhoenix JamesGandolfini ChrisBauer AnthonyHeald NicolasCage JoaquinPhoenix JamesGandolfini ChrisBauer AnthonyHeald Thriller Crime Mystery pornography pornactor lossofdaughter childpornography privateinvestigator subculture privatedetective pornography pornactor lossofdaughter childpornography privateinvestigator subculture privatedetective ColumbiaPicturesCorporation Hofflund/Polone GlobalEntertainmentProductionsGmbH&CompanyMedienKG
1221,10537,The Doors,ValKilmer MegRyan KyleMacLachlan FrankWhaley KevinDillon ValKilmer MegRyan KyleMacLachlan FrankWhaley KevinDillon Drama Music hippie poetry sex rockandroll nudity hallucination wilderness airplane musical addicted joint organ lsd biography alcoholism thedoors carcrash singer drug musicband flashback bloodritual hippie poetry sex rockandroll nudity hallucination wilderness airplane musical addicted joint organ lsd biography alcoholism thedoors carcrash singer drug musicband flashback bloodritual ImagineEntertainment IxtlanProductions CarolcoPictures BillGrahamFilms
1222,225886,Sex Tape,CameronDiaz JasonSegel RobCorddry EllieKemper RobLowe CameronDiaz JasonSegel RobCorddry EllieKemper RobLowe Comedy marriage internet relationship family sextape marriage internet relationship family sextape EscapeArtists MediaRightsCapital SonyPicturesEntertainment(SPE) LStarCapital
1223,10385,Hanging Up,MegRyan DianeKeaton LisaKudrow WalterMatthau AdamArkin MegRyan DianeKeaton LisaKudrow WalterMatthau AdamArkin Comedy Drama sistersisterrelationship cheating amnesia crisisline telephone lossofwife ex-wife womandirector sistersisterrelationship cheating amnesia crisisline telephone lossofwife ex-wife womandirector LaurenceMarkProductions ColumbiaPicturesCorporation GlobalEntertainmentProductionsGmbH&CompanyMedienKG NoraEphronProductions
1224,55779,Final Destination 5,EmmaBell NicholasD'Agosto MilesFisher EllenWroe JacquelineMacInnesWood EmmaBell NicholasD'Agosto MilesFisher EllenWroe JacquelineMacInnesWood Horror Mystery premonition deathbyaccident crash endishere duringcreditsstinger 3d premonition deathbyaccident crash endishere duringcreditsstinger 3d NewLineCinema PracticalPictures ParallelZide
1225,10154,Mickey Blue Eyes,HughGrant JamesCaan JeanneTripplehorn BurtYoung JamesFox HughGrant JamesCaan JeanneTripplehorn BurtYoung JamesFox Comedy Crime Romance newyork marriageproposal fbi mafiaboss mafia newyork marriageproposal fbi mafiaboss mafia CastleRockEntertainment WarnerBros.
1226,10647,Pay It Forward,KevinSpacey HelenHunt HaleyJoelOsment JayMohr JimCaviezel KevinSpacey HelenHunt HaleyJoelOsment JayMohr JimCaviezel Drama Romance child'spointofview candlelightvigil gooddeed exoticdancer schoolteacher extracreditassignment disfigurement juniorhighschool burninjury womandirector child'spointofview candlelightvigil gooddeed exoticdancer schoolteacher extracreditassignment disfigurement juniorhighschool burninjury womandirector BelAirEntertainment WarnerBros.
1227,11431,Fever Pitch,DrewBarrymore JimmyFallon JasonSpevack JackKehler MaureenKeiller DrewBarrymore JimmyFallon JasonSpevack JackKehler MaureenKeiller Comedy Drama Romance baseball fanatic relationshipproblems sport teacher redsox fenwaypark baseball fanatic relationshipproblems sport teacher redsox fenwaypark Fox2000Pictures WildgazeFilms AlanGreenspanProductions MarsMediaBeteiligungs FlowerFilms(II) ELCProductionsLtd.
1228,8457,Drillbit Taylor,OwenWilson LeslieMann JoshPeck DavidDorfman NateHartley OwenWilson LeslieMann JoshPeck DavidDorfman NateHartley Comedy prison jealousy homelessperson beach parentskidsrelationship fight bodyguard protection nerd highschool substituteteacher campus teacher principal celebration schoolbus aftercreditsstinger schoollife teachersandstudents prison jealousy homelessperson beach parentskidsrelationship fight bodyguard protection nerd highschool substituteteacher campus teacher principal celebration schoolbus aftercreditsstinger schoollife teachersandstudents ParamountPictures ApatowProductions
1229,188161,A Million Ways to Die in the West,SethMacFarlane CharlizeTheron LiamNeeson AmandaSeyfried NeilPatrickHarris SethMacFarlane CharlizeTheron LiamNeeson AmandaSeyfried NeilPatrickHarris Comedy Western gunslinger farmer wildwest laxative gunslinger farmer wildwest laxative MediaRightsCapital FuzzyDoorProductions BluegrassFilms RGBMedia
1230,8850,The Shadow,AlecBaldwin JohnLone PenelopeAnnMiller PeterBoyle IanMcKellen AlecBaldwin JohnLone PenelopeAnnMiller PeterBoyle IanMcKellen Adventure Fantasy Action Thriller ScienceFiction newyork atomicbomb ladykiller hypnosis superhero basedoncomicbook radioseries invisibility theshadow newyork atomicbomb ladykiller hypnosis superhero basedoncomicbook radioseries invisibility theshadow UniversalPictures
1231,64685,Extremely Loud & Incredibly Close,ThomasHorn TomHanks SandraBullock MaxvonSydow JohnGoodman ThomasHorn TomHanks SandraBullock MaxvonSydow JohnGoodman Drama basedonnovel autism key scavengerhunt deathoffather youngboy newyorkcity tambourine lock grieving post9/11 basedonnovel autism key scavengerhunt deathoffather youngboy newyorkcity tambourine lock grieving post9/11 ParamountPictures ScottRudinProductions WarnerBros.
1232,38357,Morning Glory,RachelMcAdams HarrisonFord PatrickWilson JeffGoldblum DianeKeaton RachelMcAdams HarrisonFord PatrickWilson JeffGoldblum DianeKeaton Comedy Drama Romance workethic tvmorningshow tvreporter workethic tvmorningshow tvreporter BadRobot GoldcrestPictures
1233,10060,Get Rich or Die Tryin',50Cent JoyBryant AdewaleAkinnuoye-Agbaje OmarBensonMiller TerrenceHoward 50Cent JoyBryant AdewaleAkinnuoye-Agbaje OmarBensonMiller TerrenceHoward Drama lossofmother attemptedmurder career musical rapper drug lossofmother attemptedmurder career musical rapper drug ParamountPictures MTVFilms CentProductionsInc.
1234,11398,The Art of War,WesleySnipes DonaldSutherland MauryChaykin AnneArcher MichaelBiehn WesleySnipes DonaldSutherland MauryChaykin AnneArcher MichaelBiehn Crime Action Adventure china chinesewoman secretagent conspiracyofmurder unitednations china chinesewoman secretagent conspiracyofmurder unitednations AmenRaFilms FranchisePictures WarnerBros. MorganCreekProductions
1235,1833,Rent,AnthonyRapp AdamPascal RosarioDawson JesseL.Martin WilsonJermaineHeredia AnthonyRapp AdamPascal RosarioDawson JesseL.Martin WilsonJermaineHeredia Drama Romance gay sex aids musical hiv basedonplay africanamerican rockopera missingperson hivpositive homemovie mugging telephonecall  lowereastside gay sex aids musical hiv basedonplay africanamerican rockopera missingperson hivpositive homemovie mugging telephonecall  lowereastside ColumbiaPictures 1492Pictures RevolutionStudios
1236,10391,Bless the Child,KimBasinger AngelaBettis HollistonColeman RufusSewell ChristinaRicci KimBasinger AngelaBettis HollistonColeman RufusSewell ChristinaRicci Drama Horror Thriller Crime sistersisterrelationship autism mephisto satanism ersatz sistersisterrelationship autism mephisto satanism ersatz ParamountPictures IconEntertainmentInternational MunichFilmPartners&Company(MFP)BTCProductions
1237,8970,The Out-of-Towners,SteveMartin GoldieHawn JohnCleese MarkMcKinney JessicaCauffiel SteveMartin GoldieHawn JohnCleese MarkMcKinney JessicaCauffiel Comedy newyork travel misfortune newyork travel misfortune ParamountPictures CherryAlleyProductions
1238,9306,The Island of Dr. Moreau,MarlonBrando ValKilmer DavidThewlis FairuzaBalk DanielRigney MarlonBrando ValKilmer DavidThewlis FairuzaBalk DanielRigney Fantasy Horror ScienceFiction monster experiment island mutation genetics hybrid remake h.g.wells monster experiment island mutation genetics hybrid remake h.g.wells NewLineCinema
1239,11370,The Musketeer,"CatherineDeneuve MenaSuvari StephenRea TimRoth JustinChambers CatherineDeneuve MenaSuvari StephenRea TimRoth JustinChambers Action Adventure Drama lossoffamily queen power powertakeover kingdom royalty musketeer murderhunt lossoffamily queen power powertakeover kingdom royalty musketeer murderhunt CrystalSkyWorldwide MDPWorldwide ApolloMediaDistribution CarouselPictureCompany,The SignatureEntertainment LuxembourgFilmFund D'ArtagnanProductionsLimited Q&QMedienGmbH"
1240,12184,The Other Boleyn Girl,NataliePortman ScarlettJohansson EricBana JimSturgess KristinScottThomas NataliePortman ScarlettJohansson EricBana JimSturgess KristinScottThomas Drama england sistersisterrelationship queen kingdom henryviii england sistersisterrelationship queen kingdom henryviii ColumbiaPictures ScottRudinProductions BBCFilms RubyFilms RelativityMedia FocusFeatures
1241,1921,Sweet November,KeanuReeves CharlizeTheron JasonIsaacs GregGermann LaurenGraham KeanuReeves CharlizeTheron JasonIsaacs GregGermann LaurenGraham Drama Romance workaholic dogsitter workaholic dogsitter BelAirEntertainment WarnerBros.
1242,1683,The Reaping,HilarySwank DavidMorrissey IdrisElba AnnaSophiaRobb StephenRea HilarySwank DavidMorrissey IdrisElba AnnaSophiaRobb StephenRea Horror river miracle bible louisiana frog grasshopper faith river miracle bible louisiana frog grasshopper faith VillageRoadshowPictures DarkCastleEntertainment WarnerBros. Eyetronics ChimeFilms
